Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Rendement Quotidien,Volume Moyen
1528675200.0,2018-06-11,BTCUSD,6806.12,6830.49,6727.39,6811.9,2591.46,17587448.97,0.08,8795020.215
1528588800.0,2018-06-10,BTCUSD,7496.81,7499.01,6732.03,6806.12,8199.93,58293789.94,-9.21,29150994.935
1528502400.0,2018-06-09,BTCUSD,7620.77,7679.81,7472.82,7496.81,7288.46,55592105.24,-1.63,27799696.85
1528416000.0,2018-06-08,BTCUSD,7708.73,7712.03,7543.91,7620.77,7176.63,54729919.27,-1.14,27368547.950000003
1528329600.0,2018-06-07,BTCUSD,7660.93,7755.61,7660.03,7708.73,6832.76,52680059.51,0.62,26343446.135
1528243200.0,2018-06-06,BTCUSD,7638.39,7699.85,7503.79,7660.93,6290.84,47905088.75,0.3,23955689.795
1528156800.0,2018-06-05,BTCUSD,7533.02,7691.67,7433.34,7638.39,7640.29,57571254.92,1.4,28789447.605
1528070400.0,2018-06-04,BTCUSD,7720.28,7759.27,7502.41,7533.02,6513.66,49479523.64,-2.43,24743018.65
1527984000.0,2018-06-03,BTCUSD,7626.37,7756.51,7606.9,7720.28,6938.24,53374123.62,1.23,26690530.93
1527897600.0,2018-06-02,BTCUSD,7538.91,7695.14,7485.56,7626.37,7222.73,54962491.13,1.16,27484856.93
1527811200.0,2018-06-01,BTCUSD,7514.18,7616.99,7384.42,7538.91,8608.27,64564627.97,0.33,32286618.12
1527724800.0,2018-05-31,BTCUSD,7409.86,7607.72,7354.9,7514.18,8796.17,66124018.54,1.41,33066407.355
1527638400.0,2018-05-30,BTCUSD,7485.58,7593.68,7317.6,7409.86,8998.07,67076818.83,-1.01,33542908.45
1527552000.0,2018-05-29,BTCUSD,7150.72,7534.04,7106.0,7485.58,8601.03,63129059.04,4.68,31568830.035
1527465600.0,2018-05-28,BTCUSD,7394.14,7470.11,7124.37,7150.72,9592.47,69889090.4,-3.29,34949341.435
1527379200.0,2018-05-27,BTCUSD,7380.18,7441.08,7300.0,7394.14,8277.34,60982686.11,0.19,30495481.725
1527292800.0,2018-05-26,BTCUSD,7517.98,7697.12,7341.75,7380.18,9441.88,71036440.16,-1.83,35522941.02
1527206400.0,2018-05-25,BTCUSD,7592.88,7665.14,7366.01,7517.98,10209.05,76544478.84,-0.99,38277343.945
1527120000.0,2018-05-24,BTCUSD,7526.83,7751.48,7350.0,7592.88,9806.52,74037548.35,0.88,37023677.435
1527033600.0,2018-05-23,BTCUSD,8029.57,8064.35,7521.12,7526.83,9997.13,77978202.21,-6.26,38994099.67
1526947200.0,2018-05-22,BTCUSD,8419.85,8429.29,7999.01,8029.57,8831.02,72751238.39,-4.64,36380034.705
1526860800.0,2018-05-21,BTCUSD,8510.85,8566.31,8356.7,8419.85,7978.18,67543512.98,-1.07,33775745.580000006
1526774400.0,2018-05-20,BTCUSD,8219.46,8566.4,8172.2,8510.85,7960.37,66508625.19,3.55,33258292.78
1526688000.0,2018-05-19,BTCUSD,8237.46,8380.43,8142.53,8219.46,8394.69,69265996.84,-0.22,34637195.765
1526601600.0,2018-05-18,BTCUSD,8079.32,8271.94,7944.08,8237.46,6656.83,54069995.71,1.96,27038326.27
1526515200.0,2018-05-17,BTCUSD,8332.74,8448.98,8050.02,8079.32,7434.99,61411377.76,-3.04,30709406.375
1526428800.0,2018-05-16,BTCUSD,8488.93,8512.05,8129.25,8332.74,6923.32,57458881.39,-1.84,28732902.355
1526342400.0,2018-05-15,BTCUSD,8699.44,8834.54,8451.91,8488.93,6976.34,60349840.33,-2.42,30178408.335
1526256000.0,2018-05-14,BTCUSD,8739.22,8888.78,8348.68,8699.44,4266.76,37051469.68,-0.46,18527868.22
1526169600.0,2018-05-13,BTCUSD,8511.07,8792.09,8360.68,8739.22,5730.16,49235516.85,2.68,24620623.505
1526083200.0,2018-05-12,BTCUSD,8460.54,8729.07,8269.96,8511.07,7671.18,64951985.07,0.6,32479828.125
1525996800.0,2018-05-11,BTCUSD,9029.76,9031.2,8389.42,8460.54,8615.74,75364330.85,-6.3,37686473.295
1525910400.0,2018-05-10,BTCUSD,9320.07,9398.39,9013.42,9029.76,6348.98,58871828.14,-3.11,29439088.56
1525824000.0,2018-05-09,BTCUSD,9225.57,9375.31,8976.34,9320.07,6505.91,59854613.48,1.02,29930559.695
1525737600.0,2018-05-08,BTCUSD,9385.1,9472.48,9075.45,9225.57,6032.23,55916216.47,-1.7,27961124.35
1525651200.0,2018-05-07,BTCUSD,9651.17,9674.16,9211.08,9385.1,5953.58,55754654.5,-2.76,27880304.04
1525564800.0,2018-05-06,BTCUSD,9916.46,9988.88,9478.07,9651.17,5403.89,52267701.7,-2.68,26136552.795
1525478400.0,2018-05-05,BTCUSD,9710.59,9999.99,9705.42,9916.46,5914.46,58389627.5,2.12,29197770.98
1525392000.0,2018-05-04,BTCUSD,9780.26,9841.03,9575.14,9710.59,6025.4,58443747.69,-0.71,29224886.545
1525305600.0,2018-05-03,BTCUSD,9230.47,9855.0,9178.26,9780.26,6041.95,56964545.72,5.96,28485293.835
1525219200.0,2018-05-02,BTCUSD,9058.62,9260.97,8992.63,9230.47,928.65,8477371.05,1.9,4239149.850000001
1525132800.0,2018-05-01,BTCUSD,9259.79,9272.43,8869.4,9058.62,5047.45,45567256.06,-2.17,22786151.755000003
1525046400.0,2018-04-30,BTCUSD,9439.42,9530.96,9169.0,9259.79,6958.99,65023001.75,-1.9,32514980.37
1524960000.0,2018-04-29,BTCUSD,9370.22,9579.03,9181.62,9439.42,7214.78,67721901.39,0.74,33864558.085
1524873600.0,2018-04-28,BTCUSD,9007.22,9450.6,9000.0,9370.22,6535.36,60564960.07,4.03,30285747.715
1524787200.0,2018-04-27,BTCUSD,9298.88,9410.0,9000.0,9007.22,6532.26,60409445.92,-3.14,30207989.09
1524700800.0,2018-04-26,BTCUSD,8969.25,9324.11,8699.9,9298.88,7429.49,66727240.09,3.68,33367334.790000003
1524614400.0,2018-04-25,BTCUSD,9696.76,9818.24,8863.23,8969.25,8012.88,74335537.13,-7.5,37171775.005
1524528000.0,2018-04-24,BTCUSD,9130.26,9789.96,9089.53,9696.76,7543.2,71042107.38,6.2,35524825.29
1524441600.0,2018-04-23,BTCUSD,9018.4,9194.07,8990.94,9130.26,5523.6,50326293.17,1.24,25165908.385
1524355200.0,2018-04-22,BTCUSD,9104.14,9200.94,8949.08,9018.4,6229.26,56553185.81,-0.94,28279707.535
1524268800.0,2018-04-21,BTCUSD,8993.81,9129.0,8770.6,9104.14,6141.9,55195442.73,1.23,27600792.315
1524182400.0,2018-04-20,BTCUSD,8492.11,9092.91,8390.3,8993.81,7257.34,62640126.41,5.91,31323691.875
1524096000.0,2018-04-19,BTCUSD,8343.88,8509.99,8280.84,8492.11,6099.45,51431710.69,1.78,25718905.07
1524009600.0,2018-04-18,BTCUSD,8136.12,8382.88,8100.0,8343.88,5903.08,48803706.12,2.55,24404804.6
1523923200.0,2018-04-17,BTCUSD,8282.81,8421.86,8100.0,8136.12,5063.12,41913180.87,-1.77,20959121.995
1523836800.0,2018-04-16,BTCUSD,8535.14,8596.66,8104.93,8282.81,5993.44,49831295.01,-2.96,24918644.225
1523750400.0,2018-04-15,BTCUSD,8200.48,8600.0,8192.35,8535.14,4900.63,41309620.8,4.08,20657260.715
1523664000.0,2018-04-14,BTCUSD,8112.23,8336.56,8034.6,8200.48,3490.92,28628342.64,1.09,14315916.78
1523577600.0,2018-04-13,BTCUSD,8182.18,8462.37,7949.83,8112.23,5473.96,44852301.22,-0.85,22428887.59
1523491200.0,2018-04-12,BTCUSD,7131.8,8200.0,6934.0,8182.18,6373.17,47251718.8,14.73,23629045.985
1523404800.0,2018-04-11,BTCUSD,7067.85,7153.86,6970.1,7131.8,7144.77,50495479.45,0.9,25251312.110000003
1523318400.0,2018-04-10,BTCUSD,7023.66,7120.79,6901.02,7067.85,6404.99,44906537.86,0.63,22456471.425
1523232000.0,2018-04-09,BTCUSD,7210.55,7391.09,6875.63,7023.66,5246.37,37439107.91,-2.59,18722177.14
1523145600.0,2018-04-08,BTCUSD,7132.96,7311.35,7130.87,7210.55,5579.63,40206270.84,1.09,20105925.235000003
1523059200.0,2018-04-07,BTCUSD,6865.55,7291.19,6843.94,7132.96,5151.56,36657938.13,3.89,18331544.845000003
1522972800.0,2018-04-06,BTCUSD,6992.32,7082.96,6762.19,6865.55,5965.38,41084118.59,-1.81,20545041.985000003
1522886400.0,2018-04-05,BTCUSD,7079.35,7208.49,6855.26,6992.32,6009.28,42248224.3,-1.23,21127116.79
1522800000.0,2018-04-04,BTCUSD,7635.62,7639.91,7005.0,7079.35,6129.69,44833121.35,-7.29,22419625.52
1522713600.0,2018-04-03,BTCUSD,7270.91,7711.74,7251.18,7635.62,6191.5,46699302.83,5.02,23352747.165
1522627200.0,2018-04-02,BTCUSD,7070.61,7390.0,7036.45,7270.91,5760.49,41699524.92,2.83,20852642.705
1522540800.0,2018-04-01,BTCUSD,7173.49,7298.26,6757.26,7070.61,6426.59,45356259.69,-1.43,22681343.14
1522454400.0,2018-03-31,BTCUSD,7091.31,7399.0,7025.0,7173.49,6232.22,45068092.54,1.16,22537162.38
1522368000.0,2018-03-30,BTCUSD,7333.98,7546.35,7003.75,7091.31,6105.87,43912192.24,-3.31,21959149.055
1522281600.0,2018-03-29,BTCUSD,8056.55,8078.86,7303.46,7333.98,6423.47,49195245.52,-8.97,24600834.495
1522195200.0,2018-03-28,BTCUSD,7947.51,8234.09,7903.49,8056.55,5172.16,41674748.4,1.37,20839960.28
1522108800.0,2018-03-27,BTCUSD,8312.09,8375.53,7884.26,7947.51,5712.82,46330495.1,-4.39,23168103.96
1522022400.0,2018-03-26,BTCUSD,8665.53,8718.9,8005.2,8312.09,5897.33,49233578.36,-4.08,24619737.845
1521936000.0,2018-03-25,BTCUSD,8746.32,8843.05,8571.8,8665.53,5111.13,44479465.88,-0.92,22242288.505000003
1521849600.0,2018-03-24,BTCUSD,9143.18,9198.99,8730.01,8746.32,5291.07,47846634.63,-4.34,23925962.85
1521763200.0,2018-03-23,BTCUSD,8931.27,9144.23,8533.33,9143.18,5601.79,49003672.67,2.37,24504637.23
1521676800.0,2018-03-22,BTCUSD,9097.07,9296.93,8710.6,8931.27,5273.6,47391202.3,-1.82,23698237.95
1521590400.0,2018-03-21,BTCUSD,9116.08,9412.41,9009.95,9097.07,5133.48,47283324.03,-0.21,23644228.755
1521504000.0,2018-03-20,BTCUSD,8861.91,9302.95,8535.13,9116.08,6072.14,53759578.66,2.87,26882825.4
1521417600.0,2018-03-19,BTCUSD,8520.22,8900.0,8375.7,8861.91,10390.12,89590092.54,4.01,44800241.330000006
1521331200.0,2018-03-18,BTCUSD,8143.04,8600.0,7715.0,8520.22,7159.41,57468887.65,4.63,28738023.53
1521244800.0,2018-03-17,BTCUSD,8503.51,8600.0,8050.27,8143.04,6504.02,54082510.14,-4.24,27044507.08
1521158400.0,2018-03-16,BTCUSD,8409.73,8848.95,8124.39,8503.51,5818.92,49515451.96,1.12,24760635.44
1521072000.0,2018-03-15,BTCUSD,8601.68,8751.75,8066.61,8409.73,7045.94,59396548.01,-2.23,29701796.975
1520985600.0,2018-03-14,BTCUSD,9356.27,9515.08,8500.01,8601.68,6375.5,57156816.8,-8.07,28581596.15
1520899200.0,2018-03-13,BTCUSD,9352.3,9559.36,9075.0,9356.27,5648.12,52577254.54,0.04,26291451.33
1520812800.0,2018-03-12,BTCUSD,9646.0,9999.99,9010.02,9352.3,5980.94,57287010.46,-3.04,28646495.7
1520726400.0,2018-03-11,BTCUSD,9016.18,9800.0,8815.03,9646.0,6077.7,56284804.08,6.99,28145440.89
1520640000.0,2018-03-10,BTCUSD,9611.82,9778.98,9001.33,9016.18,5436.22,51300839.79,-6.2,25653138.005
1520553600.0,2018-03-09,BTCUSD,9625.0,9762.32,9000.02,9611.82,6796.07,63376632.73,-0.14,31691714.4
1520467200.0,2018-03-08,BTCUSD,10315.8,10475.24,9588.89,9625.0,4810.83,48343169.22,-6.7,24173990.025
1520380800.0,2018-03-07,BTCUSD,10954.39,11152.33,10000.02,10315.8,5831.29,61947725.16,-5.83,30976778.225
1520294400.0,2018-03-06,BTCUSD,11690.05,11700.44,10700.0,10954.39,5628.98,63111538.99,-6.29,31558583.985
1520208000.0,2018-03-05,BTCUSD,11616.98,11934.08,11529.71,11690.05,4744.62,55436062.76,0.63,27720403.69
1520121600.0,2018-03-04,BTCUSD,11624.28,11659.83,11249.93,11616.98,4543.14,51939814.36,-0.06,25972178.75
1520035200.0,2018-03-03,BTCUSD,11242.44,11697.35,11234.04,11624.28,4519.08,51989218.75,3.4,25996868.915
1519948800.0,2018-03-02,BTCUSD,11049.94,11355.73,11010.02,11242.44,4746.68,53063560.71,1.74,26534153.695
1519862400.0,2018-03-01,BTCUSD,10543.51,11182.13,10431.07,11049.94,5088.55,54890238.63,4.8,27447663.59
1519776000.0,2018-02-28,BTCUSD,10740.8,11147.99,10473.44,10543.51,5303.75,57087965.12,-1.84,28546634.435
1519689600.0,2018-02-27,BTCUSD,10385.01,10957.89,10216.46,10740.8,5193.5,55174163.01,3.43,27589678.255
1519603200.0,2018-02-26,BTCUSD,9789.08,10567.59,9563.08,10385.01,5480.82,55131116.93,6.09,27568298.875
1519516800.0,2018-02-25,BTCUSD,9990.37,10070.81,9502.25,9789.08,5877.9,57781348.83,-2.01,28893613.365
1519430400.0,2018-02-24,BTCUSD,10490.0,10770.23,9740.71,9990.37,5748.04,58590739.29,-4.76,29298243.665
1519344000.0,2018-02-23,BTCUSD,10086.22,10760.01,9736.32,10490.0,5783.75,59102772.11,4.0,29554277.93
1519257600.0,2018-02-22,BTCUSD,11015.97,11299.37,10080.0,10086.22,6261.74,66503360.71,-8.44,33254811.225
1519171200.0,2018-02-21,BTCUSD,11717.13,11774.39,10654.57,11015.97,6361.99,71234336.19,-5.98,35620349.09
1519084800.0,2018-02-20,BTCUSD,11256.64,12172.43,11242.93,11717.13,5448.66,63791826.27,4.09,31898637.465
1518998400.0,2018-02-19,BTCUSD,10594.47,11300.0,10500.91,11256.64,3390.81,37495655.39,6.25,18749523.1
1518912000.0,2018-02-18,BTCUSD,11083.28,11348.99,10187.43,10594.47,1799.33,19384940.13,-4.41,9693369.73
1518825600.0,2018-02-17,BTCUSD,10187.26,11111.09,10082.73,11083.28,5495.37,58658598.65,8.8,29332047.01
1518739200.0,2018-02-16,BTCUSD,10080.0,10358.89,9803.72,10187.26,5555.79,55895997.37,1.06,27950776.58
1518652800.0,2018-02-15,BTCUSD,9473.16,10213.14,9396.01,10080.0,6090.55,59804890.12,6.41,29905490.335
1518566400.0,2018-02-14,BTCUSD,8616.19,9490.0,8612.3,9473.16,6731.4,60764350.25,9.95,30385540.825
1518480000.0,2018-02-13,BTCUSD,8946.21,8983.65,8405.19,8616.19,6321.67,54717094.83,-3.69,27361708.25
1518393600.0,2018-02-12,BTCUSD,8074.19,9015.59,8074.19,8946.21,6313.75,54592675.42,10.8,27299494.585
1518307200.0,2018-02-11,BTCUSD,8559.87,8563.43,7850.01,8074.19,6973.88,57093847.85,-5.67,28550410.865
1518220800.0,2018-02-10,BTCUSD,8714.18,9086.98,8177.14,8559.87,7581.9,65803225.43,-1.77,32905403.665
1518134400.0,2018-02-09,BTCUSD,8380.77,8783.28,8000.02,8714.18,8421.18,70320702.01,3.98,35164561.595000006
1518048000.0,2018-02-08,BTCUSD,7670.57,8685.63,7652.9,8380.77,7475.79,62016699.66,9.26,31012087.725
1517961600.0,2018-02-07,BTCUSD,7840.03,8549.17,7285.96,7670.57,8367.99,66545263.27,-2.16,33276815.630000003
1517875200.0,2018-02-06,BTCUSD,7051.95,7996.12,6075.04,7840.03,10882.79,75139374.92,11.18,37575128.855
1517788800.0,2018-02-05,BTCUSD,8249.24,8475.74,6888.01,7051.95,9581.24,73537866.05,-14.51,36773723.645
1517702400.0,2018-02-04,BTCUSD,9215.18,9427.55,8020.15,8249.24,7569.76,66222238.93,-10.48,33114904.345
1517616000.0,2018-02-03,BTCUSD,8967.38,9499.99,8320.42,9215.18,6818.92,61224773.39,2.76,30615796.155
1517529600.0,2018-02-02,BTCUSD,9206.87,9282.57,8000.04,8967.38,9648.34,84102712.13,-2.6,42056180.235
1517443200.0,2018-02-01,BTCUSD,10313.39,10325.53,8910.32,9206.87,7457.54,71535937.73,-10.73,35771697.635000005
1517356800.0,2018-01-31,BTCUSD,10185.22,10402.89,9665.26,10318.71,5903.81,59614211.03,1.31,29810057.42
1517270400.0,2018-01-30,BTCUSD,11242.47,11266.43,9909.0,10185.22,6650.43,70807561.13,-9.4,35407105.78
1517184000.0,2018-01-29,BTCUSD,11880.02,11970.64,11104.87,11242.47,5731.69,65465540.89,-5.37,32735636.29
1517097600.0,2018-01-28,BTCUSD,11491.39,12173.19,11415.05,11880.02,5880.68,69501861.45,3.38,34753871.065000005
1517011200.0,2018-01-27,BTCUSD,11035.21,11635.77,10815.46,11491.39,5401.29,60660728.15,4.13,30333064.72
1516924800.0,2018-01-26,BTCUSD,11138.64,11616.5,10254.19,11035.21,6212.62,67820785.62,-0.93,33913499.120000005
1516838400.0,2018-01-25,BTCUSD,11394.37,11686.82,10901.0,11138.64,2919.34,32853581.23,-2.24,16428250.285
1516752000.0,2018-01-24,BTCUSD,10821.04,11524.53,10499.47,11394.37,5935.93,65218681.64,5.3,32612308.785
1516665600.0,2018-01-23,BTCUSD,10782.38,11373.59,9940.87,10821.04,6547.0,69944399.1,0.36,34975473.05
1516579200.0,2018-01-22,BTCUSD,11493.69,11888.16,10023.65,10782.38,6176.85,67934660.83,-6.19,33970418.84
1516492800.0,2018-01-21,BTCUSD,12717.98,12723.86,10983.43,11493.69,6307.35,74512279.46,-9.63,37259293.405
