Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Rendement Quotidien,Volume Moyen
1516406400.0,2018-01-20,BTCUSD,11464.52,12988.89,11415.06,12717.98,5485.24,67966868.99,10.93,33986177.114999995
1516320000.0,2018-01-19,BTCUSD,10975.91,11821.17,10602.45,11464.52,6528.27,73682750.04,4.45,36844639.155
1516233600.0,2018-01-18,BTCUSD,11091.37,11887.89,10508.45,10975.91,6182.41,69757742.84,-1.04,34881962.625
1516147200.0,2018-01-17,BTCUSD,11085.32,11579.2,9300.0,11091.37,7983.05,83442664.57,0.05,41725323.81
1516060800.0,2018-01-16,BTCUSD,13581.89,13601.68,9920.02,11085.32,7285.54,85804837.12,-18.38,42906061.330000006
1515974400.0,2018-01-15,BTCUSD,13554.32,14320.52,13320.38,13581.89,4876.72,67111640.51,0.2,33558258.615
1515888000.0,2018-01-14,BTCUSD,14191.04,14379.98,12900.0,13554.32,4326.72,58645665.76,-4.49,29324996.24
1515801600.0,2018-01-13,BTCUSD,13805.74,14618.78,13754.49,14191.04,4466.27,63496278.91,2.79,31750372.59
1515715200.0,2018-01-12,BTCUSD,13289.0,14085.98,12688.43,13805.74,4622.49,62943249.81,3.89,31473936.15
1515628800.0,2018-01-11,BTCUSD,14845.48,14898.98,12666.43,13289.0,5519.57,75218222.7,-10.48,37611871.135
1515542400.0,2018-01-10,BTCUSD,14433.74,14877.9,13335.64,14845.48,5079.89,71715929.75,2.85,35860504.82
1515456000.0,2018-01-09,BTCUSD,14901.0,15422.77,14152.66,14433.74,4849.84,71775540.53,-3.14,35890195.185
1515369600.0,2018-01-08,BTCUSD,16192.33,16243.66,13590.01,14901.0,5408.24,81987970.6,-7.97,40996689.42
1515283200.0,2018-01-07,BTCUSD,17176.43,17208.84,15623.52,16192.33,4236.27,69707009.48,-5.73,34855622.875
1515196800.0,2018-01-06,BTCUSD,16916.53,17204.0,16204.81,17176.43,4105.59,68490423.39,1.54,34247264.49
1515110400.0,2018-01-05,BTCUSD,15147.61,17083.67,14726.0,16916.53,4917.98,77649380.66,11.68,38827149.32
1515024000.0,2018-01-04,BTCUSD,15109.63,15254.36,14113.49,15147.61,5162.54,76082132.74,0.25,38043647.64
1514937600.0,2018-01-03,BTCUSD,14659.11,15399.93,14469.27,15109.63,4732.97,70582290.14,3.07,35293511.555
1514851200.0,2018-01-02,BTCUSD,13344.3,15299.92,12893.56,14659.11,5390.48,74798243.52,9.85,37401817.0
1514764800.0,2018-01-01,BTCUSD,13789.68,13821.51,12767.35,13344.3,4605.11,61457186.39,-3.23,30730895.75
1514678400.0,2017-12-31,BTCUSD,12362.37,14145.98,12195.38,13789.68,4843.57,63779281.12,11.55,31892062.345
1514592000.0,2017-12-30,BTCUSD,14303.26,14384.67,11850.0,12362.37,6682.67,86844130.86,-13.57,43425406.765
1514505600.0,2017-12-29,BTCUSD,14273.19,15110.17,13875.72,14303.26,4466.84,64241669.19,0.21,32123068.015
1514419200.0,2017-12-28,BTCUSD,15402.6,15499.94,13275.01,14273.19,4585.69,64461841.73,-7.33,32233213.71
1514332800.0,2017-12-27,BTCUSD,15676.68,16494.53,14416.56,15402.6,4344.85,67795475.44,-1.75,33899910.145
1514246400.0,2017-12-26,BTCUSD,13670.98,15998.91,13590.02,15676.68,4523.91,68215976.86,14.67,34110250.385
1514160000.0,2017-12-25,BTCUSD,13488.52,14251.06,12743.75,13670.98,4808.02,65084211.55,1.35,32544509.785
1514073600.0,2017-12-24,BTCUSD,13862.38,13979.48,11678.79,13488.52,6206.12,80053155.76,-2.7,40029680.940000005
1513987200.0,2017-12-23,BTCUSD,13859.97,14939.5,13056.4,13862.38,5842.9,82735652.78,0.02,41370747.84
1513900800.0,2017-12-22,BTCUSD,15558.08,15728.12,10718.22,13859.97,12448.87,165609593.82,-10.91,82811021.345
1513814400.0,2017-12-21,BTCUSD,16104.63,16690.67,14718.64,15558.08,7196.6,114192314.32,-3.39,57099755.45999999
1513728000.0,2017-12-20,BTCUSD,17149.19,17444.37,15456.49,16104.63,10623.19,174333147.99,-6.09,87171885.59
1513641600.0,2017-12-19,BTCUSD,18832.18,18923.13,16522.55,17149.19,7330.41,131445520.88,-8.94,65726425.645
1513555200.0,2017-12-18,BTCUSD,18891.83,19067.35,17900.0,18832.18,5058.76,93832788.74,-0.32,46918923.75
1513468800.0,2017-12-17,BTCUSD,19095.34,19531.9,18250.0,18891.83,4488.2,85373329.09,-1.07,42688908.645
1513382400.0,2017-12-16,BTCUSD,17448.56,19355.9,17200.0,19095.34,4098.79,74086064.58,9.44,37045081.685
1513296000.0,2017-12-15,BTCUSD,16329.49,17880.87,16189.45,17448.56,4954.8,85858687.26,6.85,42931821.03
1513209600.0,2017-12-14,BTCUSD,15979.61,16432.76,15526.0,16329.49,4465.47,71830013.41,2.19,35917239.44
1513123200.0,2017-12-13,BTCUSD,16386.95,16833.49,15199.97,15979.61,5651.07,91301863.7,-2.49,45653757.385
1513036800.0,2017-12-12,BTCUSD,16661.14,16971.13,16211.16,16386.95,6435.94,107140670.62,-1.65,53573553.28
1512950400.0,2017-12-11,BTCUSD,14954.93,17389.95,14938.11,16661.14,7219.95,118077314.38,11.41,59042267.165
1512864000.0,2017-12-10,BTCUSD,14686.71,15739.98,12505.0,14954.93,11208.06,159177513.26,1.83,79594360.66
1512777600.0,2017-12-09,BTCUSD,15847.41,16197.86,13011.42,14686.71,7969.04,116584845.68,-7.32,58296407.36000001
1512691200.0,2017-12-08,BTCUSD,16625.89,17237.44,13751.13,15847.41,8709.47,133547588.95,-4.68,66778149.21
1512604800.0,2017-12-07,BTCUSD,13670.0,16649.58,13132.34,16625.89,6968.59,103064123.76,21.62,51535546.175
1512518400.0,2017-12-06,BTCUSD,11656.01,13739.94,11620.0,13670.0,7444.33,93933151.32,17.28,46970297.825
1512432000.0,2017-12-05,BTCUSD,11579.72,11897.02,11425.15,11656.01,5973.47,69685509.37,0.66,34845741.42
1512345600.0,2017-12-04,BTCUSD,11159.57,11589.5,10830.0,11579.72,5164.86,58376826.64,3.76,29190995.75
1512259200.0,2017-12-03,BTCUSD,10891.62,11839.98,10450.01,11159.57,6397.31,71946071.28,2.46,35976234.295
1512172800.0,2017-12-02,BTCUSD,10842.43,11185.95,10639.3,10891.62,5681.38,62072054.04,0.45,31038867.71
1512086400.0,2017-12-01,BTCUSD,9918.6,10929.06,9376.83,10842.43,6658.08,67757353.47,9.31,33882005.775
1512000000.0,2017-11-30,BTCUSD,9750.02,10570.49,8855.09,9918.6,7009.48,67912671.95,1.73,33959840.715
1511913600.0,2017-11-29,BTCUSD,9906.09,11420.82,8760.19,9750.02,8667.86,89046538.54,-1.58,44527603.2
1511827200.0,2017-11-28,BTCUSD,9748.78,9978.88,9615.93,9906.09,6542.08,64299045.75,1.61,32152793.915
1511740800.0,2017-11-27,BTCUSD,9319.05,9760.07,9257.91,9748.78,6678.11,64026559.84,4.61,32016618.975
1511654400.0,2017-11-26,BTCUSD,8780.93,9488.88,8755.16,9319.05,7288.31,66139083.77,6.13,33073186.040000003
1511568000.0,2017-11-25,BTCUSD,8199.88,8795.0,8137.53,8780.93,7671.99,64897384.02,7.09,32452528.005000003
1511481600.0,2017-11-24,BTCUSD,7990.0,8345.28,7877.56,8199.88,8556.92,69695122.6,2.63,34851839.76
1511395200.0,2017-11-23,BTCUSD,8226.11,8249.84,7990.0,7990.0,8374.44,68325350.86,-2.87,34166862.65
1511308800.0,2017-11-22,BTCUSD,8094.64,8320.0,8069.13,8226.11,6725.1,55101511.1,1.62,27554118.1
1511222400.0,2017-11-21,BTCUSD,8239.31,8364.39,7779.0,8094.64,7570.15,61712378.78,-1.76,30859974.465
1511136000.0,2017-11-20,BTCUSD,8054.05,8299.93,7961.13,8239.31,6967.8,56702465.91,2.3,28354716.855
1511049600.0,2017-11-19,BTCUSD,7772.9,8099.97,7657.71,8054.05,7006.35,54907870.65,3.62,27457438.5
1510963200.0,2017-11-18,BTCUSD,7680.25,7866.58,7420.04,7772.9,8387.87,64336513.02,1.21,32172450.445
1510876800.0,2017-11-17,BTCUSD,7865.06,7999.95,7503.14,7680.25,7664.25,59838048.43,-2.35,29922856.34
1510790400.0,2017-11-16,BTCUSD,7278.89,7989.9,7049.97,7865.06,8323.29,62248818.81,8.05,31128571.05
1510704000.0,2017-11-15,BTCUSD,6572.95,7295.99,6571.9,7278.89,8688.7,60861957.51,10.74,30435323.105
1510617600.0,2017-11-14,BTCUSD,6486.12,6684.98,6312.11,6572.95,8345.94,54513049.36,1.34,27260697.65
1510531200.0,2017-11-13,BTCUSD,5888.59,6720.18,5779.89,6486.12,11577.23,73176731.07,10.15,36594154.15
1510444800.0,2017-11-12,BTCUSD,6309.84,6533.09,5450.86,5888.59,15443.52,93550290.76,-6.68,46782867.14
1510358400.0,2017-11-11,BTCUSD,6539.85,6799.99,6159.07,6309.84,11380.86,73431275.54,-3.52,36721328.2
1510272000.0,2017-11-10,BTCUSD,7123.2,7295.9,6321.35,6539.85,10603.36,72505042.37,-8.19,36257822.865
1510185600.0,2017-11-09,BTCUSD,7357.0,7439.97,7017.66,7123.2,6992.54,50266123.11,-3.18,25136557.825
1510099200.0,2017-11-08,BTCUSD,7095.11,7875.0,6960.0,7357.0,8423.33,62160221.74,3.69,31084322.535
1510012800.0,2017-11-07,BTCUSD,6944.8,7215.92,6944.41,7095.11,6704.51,47500120.04,2.16,23753412.275
1509926400.0,2017-11-06,BTCUSD,7372.37,7416.64,6919.06,6944.8,8105.08,58446605.35,-5.8,29227355.215
1509840000.0,2017-11-05,BTCUSD,7365.94,7596.99,7276.2,7372.37,7107.7,52936073.5,0.09,26471590.6
1509753600.0,2017-11-04,BTCUSD,7135.9,7399.95,6929.73,7365.94,6801.63,49051358.87,3.22,24529080.25
1509667200.0,2017-11-03,BTCUSD,7026.81,7397.0,6923.79,7135.9,7549.34,54301318.84,1.55,27154434.090000004
